Tên,Địa chỉ,Số điện thoại,Link
Nhà Thuốc Tư Nhân Hiệp Thạnh,"Địa chỉ: 24 Trần Phú, TT. Diêu Trì, Tuy Phước, Bình Định",Số điện thoại: 0256 3833 466,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+T%C6%B0+Nh%C3%A2n+Hi%E1%BB%87p+Th%E1%BA%A1nh/data=!4m7!3m6!1s0x316f148f5f6460a5:0xaddeb54dcf400e2f!8m2!3d13.8024284!4d109.1476837!16s%2Fg%2F11bccm1v3_!19sChIJpWBkX48UbzERLw5Az0213q0?authuser=0&hl=vi&rclk=1
Nhà Thuốc An Khang,"Địa chỉ: 204 Ng. Gia Tự, TT. Bình Định, An Nhơn, Bình Định",Số điện thoại: 0985 436 726,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x316f3e18cf15a71b:0xf33850cbf65d5317!8m2!3d13.8889641!4d109.1146152!16s%2Fg%2F11c1t5tpj3!19sChIJG6cVzxg-bzERF1Nd9stQOPM?authuser=0&hl=vi&rclk=1
Nhà Thuốc Hoàng Yến,"Địa chỉ: 109 Trần Hưng Đạo, Hải Cảng, Quy Nhơn, Bình Định",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ho%C3%A0ng+Y%E1%BA%BFn/data=!4m7!3m6!1s0x316f6c7cc8160b47:0xc7039fe5bbf306c3!8m2!3d13.7733118!4d109.2400051!16s%2Fg%2F1hc2jy8rp!19sChIJRwsWyHxsbzERwwbzu-WfA8c?authuser=0&hl=vi&rclk=1
Nhà Thuốc Tâm An,"Địa chỉ: Bùi Thị Xuân, Quy Nhơn, Bình Định",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+T%C3%A2m+An/data=!4m7!3m6!1s0x316f12fd363924c1:0x7856debab21e03c!8m2!3d13.7451984!4d109.1518376!16s%2Fg%2F11kzctkf9l!19sChIJwSQ5Nv0SbzERPOAhq-tthQc?authuser=0&hl=vi&rclk=1
Nhà Thuốc Hoa Kỳ 1,"Địa chỉ: 278 Lê Duẩn, TT. Đập Đá, An Nhơn, Bình Định",Số điện thoại: 0932 553 388,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Hoa+K%E1%BB%B3+1/data=!4m7!3m6!1s0x316f3de2989a0551:0x30b39f0f2e8c33bb!8m2!3d13.9209988!4d109.0905745!16s%2Fg%2F11h04l9hy8!19sChIJUQWamOI9bzERuzOMLg-fszA?authuser=0&hl=vi&rclk=1
Nhà thuốc mát tay 1,"Địa chỉ: 210 Bạch Đằng, Hải Cảng, Quy Nhơn, Bình Định",Số điện thoại: 1900 292997,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+m%C3%A1t+tay+1/data=!4m7!3m6!1s0x316f6c86e201547d:0xdaba08609a33b42d!8m2!3d13.7772557!4d109.2325588!16s%2Fg%2F11b67t6vbz!19sChIJfVQB4oZsbzERLbQzmmAIuto?authuser=0&hl=vi&rclk=1
Nhà Thuốc Mát Tay 2,"Địa chỉ: 05B Tăng Bạt Hổ, Phường Lê Lợi, Quy Nhơn, Bình Định",Số điện thoại: 0256 3701 001,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+M%C3%A1t+Tay+2/data=!4m7!3m6!1s0x316f6b623859aab3:0xe70a683bc7038d48!8m2!3d13.7728053!4d109.2373094!16s%2Fg%2F11b69fmzg6!19sChIJs6pZOGJrbzERSI0DxztoCuc?authuser=0&hl=vi&rclk=1
Nhà Thuốc Chợ Lớn Quy Nhơn,"Địa chỉ: 29 Tăng Bạt Hổ, Phường Lê Lợi, Quy Nhơn, Bình Định",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Ch%E1%BB%A3+L%E1%BB%9Bn+Quy+Nh%C6%A1n/data=!4m7!3m6!1s0x316f6c8877d3c7ef:0x650fd7fe0db0f437!8m2!3d13.7729761!4d109.2335205!16s%2Fg%2F11bccmfggx!19sChIJ78fTd4hsbzERN_SwDf7XD2U?authuser=0&hl=vi&rclk=1
Quầy thuốc Thanh Nga,"Địa chỉ: 39 Nguyễn Huệ, Hải Cảng, Tây Sơn, Bình Định",Số điện thoại: 0903 599 035,https://www.google.com/maps/place/Qu%E1%BA%A7y+thu%E1%BB%91c+Thanh+Nga/data=!4m7!3m6!1s0x316f221244fe368f:0xfabdb74eeab4b927!8m2!3d13.7718061!4d109.2397346!16s%2Fg%2F11k4k3r6d8!19sChIJjzb-RBIibzERJ7m06k63vfo?authuser=0&hl=vi&rclk=1
Nhà Thuốc An Trí,"Địa chỉ: 462 Nguyễn Thái Học, Nguyễn Văn Cừ, Thành Phố, Bình Định",Số điện thoại: 0905 098 124,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+An+Tr%C3%AD/data=!4m7!3m6!1s0x316f6cea86d732d3:0x2878e36ddca22b4e!8m2!3d13.7611077!4d109.2121011!16s%2Fg%2F11f5q94xdl!19sChIJ0zLXhupsbzERTiui3G3jeCg?authuser=0&hl=vi&rclk=1
Nhà Thuốc Vì Tâm - 74 Tố Hữu Nha Trang,"Địa chỉ: 74 Tố Hữu, P, Nha Trang, Khánh Hòa 650000",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+V%C3%AC+T%C3%A2m+-+74+T%E1%BB%91+H%E1%BB%AFu+Nha+Trang/data=!4m7!3m6!1s0x31705d838ef954a1:0xec1b917624e6d645!8m2!3d12.24216!4d109.1797891!16s%2Fg%2F11j1hymlj_!19sChIJoVT5joNdcDERRdbmJHaRG-w?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 150 Trần Hưng Đạo, Phường 5, Tuy Hòa, Phú Yên",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x316fed472f871c7d:0x1275e86baec175b0!8m2!3d13.0856972!4d109.3042241!16s%2Fg%2F11rhsn027g!19sChIJfRyHL0ftbzERsHXBrmvodRI?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 18 Phương Sài, P, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31705d09d89959d5:0x4f1a6573cd51bf48!8m2!3d12.2512085!4d109.1844389!16s%2Fg%2F11k6syfd5t!19sChIJ1VmZ2AldcDERSL9RzXNlGk8?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 24 Đường Phong Châu, Phước Hải, Nha Trang, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31705dbc397d7371:0x7973bbfc1afce408!8m2!3d12.2360855!4d109.178824!16s%2Fg%2F11rn09jmx1!19sChIJcXN9ObxdcDERCOT8Gvy7c3k?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 01 Trường Sa, P, Nha Trang, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31706773c4ae55cf:0x962f3c8d91af2dfc!8m2!3d12.2146032!4d109.1969529!16s%2Fg%2F11rhnxhm50!19sChIJz1WuxHNncDER_C2vkY08L5Y?authuser=0&hl=vi&rclk=1
"Nhà thuốc Pharmacity,","Địa chỉ: 59 Nguyễn Thị Minh Khai, Phường, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,"https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity,/data=!4m7!3m6!1s0x317067c8652da42d:0x5ff3d0ac258563!8m2!3d12.2380329!4d109.191709!16s%2Fg%2F11kd3b520g!19sChIJLaQtZchncDERY4UlrNDzXwA?authuser=0&hl=vi&rclk=1"
Nhà Thuốc FPT Long Châu,"Địa chỉ: 14 Điện Biên Phủ, P, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31706722bc9691a9:0xc4049e1787fd9695!8m2!3d12.2885138!4d109.2039166!16s%2Fg%2F11pdm6xf0q!19sChIJqZGWvCJncDERlZb9hxeeBMQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 60 Ngô Gia Tự, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x317067d2ba5af531:0x8d22367d9fd51cf6!8m2!3d12.2436202!4d109.1902682!16s%2Fg%2F11s169ptnw!19sChIJMfVautJncDER9hzVn302Io0?authuser=0&hl=vi&rclk=1
Nhà Thuốc Tây Thiên Bình 1,"Địa chỉ: 11/6A Nguyễn Thiện Thuật, Lộc Thọ, Nha Trang, Khánh Hòa 650000",,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+T%C3%A2y+Thi%C3%AAn+B%C3%ACnh+1/data=!4m7!3m6!1s0x3170677c0cbfc90d:0x5581deca344b9959!8m2!3d12.2396221!4d109.1935894!16s%2Fg%2F1jkwg2gfw!19sChIJDcm_DHxncDERWZlLNMregVU?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 165 Đ. 2/4, P, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31706773afed9927:0x9ba820d158b871ef!8m2!3d12.2879341!4d109.1901321!16s%2Fg%2F11k9rxr_59!19sChIJJ5ntr3NncDER73G4WNEgqJs?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 17 Tháp Bà, Vĩnh Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x317067d930706b93:0x656e2f90bc758530!8m2!3d12.26551!4d109.1994805!16s%2Fg%2F11kd36c6_1!19sChIJk2twMNlncDERMIV1vJAvbmU?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 627 Lê Hồng Phong, P, Nha Trang, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31706763540c897f:0x4bb36a7e41af0f77!8m2!3d12.2182281!4d109.1887458!16s%2Fg%2F11rmqpy939!19sChIJf4kMVGNncDERdw-vQX5qs0s?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 32 Lý Tự Trọng, Diên Khánh, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31705dec406d39cf:0x92dc60d92b57a7dd!8m2!3d12.2560496!4d109.098786!16s%2Fg%2F11swqvcsly!19sChIJzzltQOxdcDER3adXK9lg3JI?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 154 Hùng Vương, Lộc Thọ, Nha Trang, Khánh Hòa 57106",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x317067d14b34bd2b:0x9cb851d9f877fc68!8m2!3d12.2347806!4d109.195661!16s%2Fg%2F11wjy_gbp4!19sChIJK700S9FncDERaPx3-NlRuJw?authuser=0&hl=vi&rclk=1
"Nhà thuốc Pharmacity, 약국체인 파마시티, Аптека, 药店连锁","Địa chỉ: Oceanus, Kios 28, tầng 01, tòa nhà OC1A, dự án, Bãi Dương, Vĩnh Phước, Nha Trang, Khánh Hòa",Số điện thoại: 1800 2001,"https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity,+%EC%95%BD%EA%B5%AD%EC%B2%B4%EC%9D%B8+%ED%8C%8C%EB%A7%88%EC%8B%9C%ED%8B%B0,+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0,+%E8%8D%AF%E5%BA%97%E8%BF%9E%E9%94%81/data=!4m7!3m6!1s0x3170671a30f2f449:0x3ca690944ba62b41!8m2!3d12.2739392!4d109.2018239!16s%2Fg%2F11kd3b912q!19sChIJSfTyMBpncDERQSumS5SQpjw?authuser=0&hl=vi&rclk=1"
Nhà thuốc Pharmacity,"Địa chỉ: Lô 84 Đ. Trần Hữu Duyệt, Vĩnh Hiệp, Nha Trang, Khánh Hòa 57120",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31705d0ff0ebe91d:0xfeff4da1becfcbfe!8m2!3d12.2582017!4d109.166753!16s%2Fg%2F11pzbkkdk7!19sChIJHenr8A9dcDER_svPvqFN__4?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 68B Đồng Nai, Tân Tiến, Nha Trang, Khánh Hòa 57124",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31705d9ca37f0153:0xbdf8dedafa2dd157!8m2!3d12.2424027!4d109.1800005!16s%2Fg%2F11rqcf78lt!19sChIJUwF_o5xdcDERV9Et-tre-L0?authuser=0&hl=vi&rclk=1
Nhà Thuốc Nguyễn(약국 NGUYỄN),"Địa chỉ: Đinh Tiên Hoàng, Cam Hải Đông, Cam Lâm, Khánh Hòa",Số điện thoại: 0989 594 433,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Nguy%E1%BB%85n%28%EC%95%BD%EA%B5%AD+NGUY%E1%BB%84N%29/data=!4m7!3m6!1s0x3170f52ef29f3b9d:0xffce2ecf5e25f00e!8m2!3d12.0800665!4d109.1804713!16s%2Fg%2F11g9jfv5ml!19sChIJnTuf8i71cDERDvAlXs8uzv8?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 30 Thống Nhất, Vạn Thạnh, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nha%CC%80+thu%C3%B4%CC%81c+Pharmacity/data=!4m7!3m6!1s0x31706739573d074b:0xf44d97dcd5d2eeed!8m2!3d12.2524922!4d109.1907544!16s%2Fg%2F11jx588vgq!19sChIJSwc9VzlncDER7e7S1dyXTfQ?authuser=0&hl=vi&rclk=1
"Nhà thuốc Pharmacity, 약국체인 파마시티, Аптека, 药店连锁","Địa chỉ: 84 Trần Phú, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,"https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity,+%EC%95%BD%EA%B5%AD%EC%B2%B4%EC%9D%B8+%ED%8C%8C%EB%A7%88%EC%8B%9C%ED%8B%B0,+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0,+%E8%8D%AF%E5%BA%97%E8%BF%9E%E9%94%81/data=!4m7!3m6!1s0x31706793fa91d705:0xaecf22faabbb05b2!8m2!3d12.2317179!4d109.1979663!16s%2Fg%2F11lgqcqthb!19sChIJBdeR-pNncDERsgW7q_oiz64?authuser=0&hl=vi&rclk=1"
Nhà Thuốc FPT Long Châu,"Địa chỉ: 126 Phạm Văn Đồng, P, Nha Trang, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x317069c94fdfefab:0x3020444b08c6bdc0!8m2!3d12.2932398!4d109.2107115!16s%2Fg%2F11tx8flllk!19sChIJq-_fT8lpcDERwL3GCEtEIDA?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thanh Hoài,"Địa chỉ: 137 Đ. Huỳnh Thúc Kháng, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0905 228 440,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thanh+Ho%C3%A0i/data=!4m7!3m6!1s0x317067bce2a223bf:0x308eda6473af9ada!8m2!3d12.2421189!4d109.1918721!16s%2Fg%2F11t04czdlz!19sChIJvyOi4rxncDER2pqvc2TajjA?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 301 Trường Chinh, Tổ dân phố Bãi Giếng Trung, Cam Lâm, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x3170f5f4a048a123:0x873b4d7402b77834!8m2!3d12.057731!4d109.1606952!16s%2Fg%2F11t0wp4t07!19sChIJI6FIoPT1cDERNHi3AnRNO4c?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 2 Ngô Gia Tự, Phú Thạnh, Tuy Hòa, Phú Yên",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x316feff1e0a356e9:0xed30d7a5cf5e36ab!8m2!3d13.0577996!4d109.319256!16s%2Fg%2F11rn7wjtkd!19sChIJ6Vaj4PHvbzERqzZez6XXMO0?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 64 Đ. Quang Trung, Vạn Thạnh, Nha Trang, Khánh Hòa 57117",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31706714a3e58fcd:0x9b0bbba83cd789c5!8m2!3d12.2497006!4d109.1904866!16s%2Fg%2F11w9zgqgc1!19sChIJzY_loxRncDERxYnXPKi7C5s?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 22-24 Điện Biên Phủ, Vĩnh Hải, Nha Trang, Khánh Hòa 57111",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x3170675912200b17:0xf218b504899b0174!8m2!3d12.2885259!4d109.2034547!16s%2Fg%2F11k3y2bvs1!19sChIJFwsgEllncDERdAGbiQS1GPI?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 283 Hùng Vương, Vạn Giã, Vạn Ninh, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x3170198aaa29baed:0xe6a81426d5843c14!8m2!3d12.6960076!4d109.2244393!16s%2Fg%2F11q4g02gmy!19sChIJ7bopqooZcDERFDyE1SYUqOY?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 26C Cao Bá Quát, Phước Hoà, Nha Trang, Khánh Hòa 57125",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31705d38881acee3:0x50822c3d969d066!8m2!3d12.2421347!4d109.1827945!16s%2Fg%2F11wqnlt_pr!19sChIJ484aiDhdcDERZtBp2cMiCAU?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 393 Nguyễn Văn Linh, Phú Lâm, Tuy Hòa, Phú Yên",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x316feff9ea959639:0xc49911b69c9d8ab1!8m2!3d13.0443159!4d109.310227!16s%2Fg%2F11tg1d2wzl!19sChIJOZaV6vnvbzERsYqdnLYRmcQ?authuser=0&hl=vi&rclk=1
Nhà Thuốc Pharmacity,"Địa chỉ: 11B Lạc Long Quân, Tân Tiến, Nha Trang, Khánh Hòa 57125",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31705dac6138cefb:0x63c02ef66e6fb907!8m2!3d12.2442244!4d109.1852982!16s%2Fg%2F11rtcqtsxs!19sChIJ-844YaxdcDERB7lvbvYuwGM?authuser=0&hl=vi&rclk=1
Nhà Thuốc Khang An,"Địa chỉ: 176 A Thống Nhất, Phương Sài, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0799 357 679,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Khang+An/data=!4m7!3m6!1s0x31705d7e15658d5b:0xf2fdfa7f59c36876!8m2!3d12.2512217!4d109.1865491!16s%2Fg%2F1hc4kg30g!19sChIJW41lFX5dcDERdmjDWX_6_fI?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 106-106A Nguyễn Trãi, Tân Tiến, Nha Trang, Khánh Hòa 57000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705d0ad5470e33:0x562fcfc011a51356!8m2!3d12.2435371!4d109.1867414!16s%2Fg%2F11pc9ttq72!19sChIJMw5H1QpdcDERVhOlEcDPL1Y?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 59 Nguyễn Đức Cảnh, Phước Trung, Nha Trang, Khánh Hòa 57131",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x317067a06dd5de87:0x3358a4b3a9dbc63!8m2!3d12.2178931!4d109.1950542!16s%2Fg%2F11rvddjf8j!19sChIJh97VbaBncDERY7ydOkuKNQM?authuser=0&hl=vi&rclk=1
"Nhà thuốc Pharmacity, 약국체인 파마시티, Аптека, 药店连锁","Địa chỉ: 2A Đinh Tiên Hoàng, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1800 6821,"https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity,+%EC%95%BD%EA%B5%AD%EC%B2%B4%EC%9D%B8+%ED%8C%8C%EB%A7%88%EC%8B%9C%ED%8B%B0,+%D0%90%D0%BF%D1%82%D0%B5%D0%BA%D0%B0,+%E8%8D%AF%E5%BA%97%E8%BF%9E%E9%94%81/data=!4m7!3m6!1s0x317067976ff3ac83:0xf1143567669e2608!8m2!3d12.2475957!4d109.1921687!16s%2Fg%2F11l7jjdpv5!19sChIJg6zzb5dncDERCCaeZmc1FPE?authuser=0&hl=vi&rclk=1"
Nhà Thuốc ViTa 1,"Địa chỉ: 15 Nguyễn Thị Minh Khai, Lộc Thọ, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0974 153 458,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+ViTa+1/data=!4m7!3m6!1s0x3170674ff03e029b:0xdab4800291cba6af!8m2!3d12.238477!4d109.1946166!16s%2Fg%2F11jn0smr3p!19sChIJmwI-8E9ncDERr6bLkQKAtNo?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 46 Lê Hồng Phong, Tân Tiến, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705d7ce97f2bd3:0xbc52940c8250e9c0!8m2!3d12.2469313!4d109.1815408!16s%2Fg%2F11s1rh8h5g!19sChIJ0yt_6XxdcDERwOlQggyUUrw?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 196 Trần Quý Cáp, P, Ninh Hòa, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31703f1122bec023:0xe144b2e447f039f9!8m2!3d12.4952432!4d109.1298816!16s%2Fg%2F11s1rvwkvr!19sChIJI8C-IhE_cDER-TnwR-SyROE?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 94 Lý Tự Trọng, Diên Khánh, Khánh Hòa 650000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705d314b185af1:0x15a0152685716381!8m2!3d12.256157!4d109.09603!16s%2Fg%2F11rhvvc_11!19sChIJ8VoYSzFdcDERgWNxhSYVoBU?authuser=0&hl=vi&rclk=1
Nhà Thuốc FPT Long Châu,"Địa chỉ: 268 TL2, Diên Lạc, Diên Khánh, Khánh Hòa",Số điện thoại: 1800 6928,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+FPT+Long+Ch%C3%A2u/data=!4m7!3m6!1s0x31705baba7123f53:0x891bcf5cd8ca252b!8m2!3d12.2607104!4d109.0747813!16s%2Fg%2F11jzd1k6mx!19sChIJUz8Sp6tbcDERKyXK2FzPG4k?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: 68D Phương Sài, Nha Trang, Khánh Hòa 57118",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x31705d84f2b26807:0xed1ffd89b67290c8!8m2!3d12.2518972!4d109.1836321!16s%2Fg%2F11wfm4wcyz!19sChIJB2iy8oRdcDERyJByton9H-0?authuser=0&hl=vi&rclk=1
Nhà thuốc An Khang,"Địa chỉ: 169-171-173 Đường Thống Nhất, Phương Sài, Nha Trang, Khánh Hòa 650000",Số điện thoại: 1900 1572,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+An+Khang/data=!4m7!3m6!1s0x31705d756732ef5d:0xf8278d49f5257a7d!8m2!3d12.2512145!4d109.1875739!16s%2Fg%2F11pcrnm0q6!19sChIJXe8yZ3VdcDERfXol9UmNJ_g?authuser=0&hl=vi&rclk=1
Nhà thuốc Pharmacity,"Địa chỉ: Số 6B, Đ. Phước Long, Phước Trung, Nha Trang, Khánh Hòa 57131",Số điện thoại: 1800 6821,https://www.google.com/maps/place/Nh%C3%A0+thu%E1%BB%91c+Pharmacity/data=!4m7!3m6!1s0x3170672d35c1e22d:0xe08120a453db763f!8m2!3d12.2117709!4d109.1955486!16s%2Fg%2F11lmk7tf1c!19sChIJLeLBNS1ncDERP3bbU6QggeA?authuser=0&hl=vi&rclk=1
Nhà Thuốc Thanh Hoài,"Địa chỉ: 98 Trần Hữu Duyệt, KĐT, Vĩnh Điềm Trung, Nha Trang, Khánh Hòa 650000",Số điện thoại: 0772 421 440,https://www.google.com/maps/place/Nh%C3%A0+Thu%E1%BB%91c+Thanh+Ho%C3%A0i/data=!4m7!3m6!1s0x31705d2cb0dc3b33:0x6b37488e36996c56!8m2!3d12.2597304!4d109.1659046!16s%2Fg%2F11t4gxzt0t!19sChIJMzvcsCxdcDERVmyZNo5IN2s?authuser=0&hl=vi&rclk=1
