lead_id,source,status_at_snapshot,tags,lead_score,priority,campaign_id,product_interest,assigned_to,created_at,days_since_created,total_interactions,last_interaction_type,base_prob,converted_final,revenue_30d
ld_08091,TiktokAds,qualified,[],51,medium,cmp_571,Son Bóng 3CE Dạng Gel Màu Youth 4g,user_29,2025-07-04T21:01:00Z,9,0,,0.0608,0,0
ld_04923,Website,nurturing,['hot-lead'],72,low,cmp_628,Son Thỏi Joocyee Mịn Lì Màu 121 Burnt Peach Wood 3.2g,user_25,2025-02-26T17:21:00Z,13,5,call,0.3076,1,462000
ld_06786,FacebookAds,contacted,[],41,medium,cmp_588,Son Kem Lì B.O.M #H BG 501 Vintage Brick - Đỏ Gạch 8.5g,user_02,2025-01-12T07:50:00Z,42,1,call,0.0528,0,0
ld_05878,Event,qualified,['quan-tam-duong-da'],48,urgent,cmp_496,Combo 2 Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Hồng Cam + Hồng Đất 2.4g,user_07,2025-07-02T22:24:00Z,71,1,call,0.1384,0,0
ld_extra_06103,TiktokAds,qualified,"['vip', 'mua-lai']",80,medium,,Son Môi Flawsome With Me - Cam Đất (Bản Holiday) 2g,user_18,2025-04-26T12:21:00Z,55,1,message,0.2588,1,90000
ld_09549,TiktokAds,nurturing,[],41,low,,"Combo Son Dưỡng Mentholatum Cho Môi Khô, Nứt Nẻ 4.3gx2",user_14,2025-01-25T02:37:00Z,22,1,call,0.0528,0,0
ld_00076,Website,qualified,"['vip', 'mua-lai']",66,low,cmp_133,Son Tint Bóng Silkygirl 02 Sugar - Cam Đào 3g,user_15,2025-04-14T01:00:00Z,2,3,message,0.3028,1,147000
ld_02346,InBound,contacted,['mua-lai'],83,urgent,cmp_663,Son Kem Lì Nookoi Mềm Mịn Màu R23 Cam Sữa 4g,user_09,2025-05-14T17:42:00Z,84,4,message,0.6464,1,158000
ld_06448,LandingPage,qualified,['quan-tam-duong-da'],38,medium,cmp_245,Son Kem Bùn & Má Hồng Into You - EM05 Cam Đất 2g (Thỏi),user_26,2025-06-27T22:35:00Z,89,1,call,0.0504,0,0
ld_08431,Partner,qualified,[],39,urgent,cmp_381,Son Kem Lì 3CE Laydown - Thạch Trà Ô Long 4.6g,,2025-12-23T04:51:00Z,83,2,call,0.3812,0,0
ld_08623,InBound,contacted,[],63,medium,cmp_527,Son Kem Bùn Into You Lì Mịn Nhẹ - W8 Hồng MLBB 1.8g,user_08,2025-01-20T19:37:00Z,31,2,message,0.3204,0,0
ld_04587,Website,new,['vip'],73,high,cmp_399,Son Bóng Maybelline 130 Extra - Đỏ Nâu Đất 4.2ml,user_25,2025-09-03T12:43:00Z,30,4,message,0.3884,1,182000
ld_extra_08325,InBound,contacted,['hot-lead'],53,high,cmp_448,[HSD 05/2026] Son Kem Lì 2In1 Silkygirl 02 Tender Rose Màu Hồng Phấn 3.8ml,user_02,2025-01-02T06:24:00Z,84,3,email,0.6775,1,49000
ld_extra_03241,LandingPage,qualified,[],22,medium,cmp_295,Son Dưỡng Môi DHC Không Màu Hỗ Trợ Giảm Thâm Môi 1.5g,,2025-07-26T04:53:00Z,55,0,,0.1938,0,0
ld_extra_04598,InBound,nurturing,['mua-lai'],72,medium,cmp_597,Son Thỏi 3CE Căng Bóng Coldest - Hồng Mận Lạnh 1.7g,user_27,2025-12-27T00:10:00Z,85,5,email,0.4294,0,0
ld_extra_09642,InBound,qualified,['hot-lead'],64,high,cmp_675,Son Kem Lì Glamrr Q 07 Red Letter Day - Đỏ Thuần 5g,user_17,2025-03-29T18:36:00Z,79,3,message,0.6381,1,175000
ld_extra_06435,InBound,nurturing,['mua-lai'],69,medium,cmp_783,Son Kem Lì Australis Mịn Môi Cushion - Màu Cam Cháy 4g,user_12,2025-06-06T07:01:00Z,38,1,message,0.4911,0,0
ld_extra_05275,Website,nurturing,['quan-tam-son'],85,high,,Son Bóng 3CE Dạng Gel Màu Weekend 4g,,2025-04-28T12:34:00Z,86,4,call,0.3935,0,0
ld_01013,InBound,new,"['hot-lead', 'vip']",82,medium,cmp_832,Son Tint Black Rouge DL10 Romantic Pink - Hồng Rose 4.1g,user_12,2025-07-15T22:38:00Z,62,5,call,0.5656,1,222000
ld_extra_02771,LandingPage,qualified,[],51,medium,cmp_542,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,user_21,2025-10-15T03:10:00Z,69,0,,0.1403,0,0
ld_01554,InBound,qualified,"['vip', 'mua-lai']",75,high,,Mặt Nạ Ngủ Kiêm Son Dưỡng Môi BareSoul Không Màu 10g,user_05,2025-08-11T23:56:00Z,80,4,chat,0.64,1,218000
ld_05875,Event,new,[],37,urgent,cmp_367,Son Tint 3CE Lâu Trôi Màu Tan - Đỏ Nâu Gạch 4.5g,user_04,2025-01-08T10:41:00Z,58,2,email,0.1296,0,0
ld_08433,FacebookAds,contacted,['quan-tam-duong-da'],70,medium,cmp_403,Son Kem Lì Glamrr Q 02 Lovely Day - Đỏ Nâu Trầm 5g,user_02,2025-02-13T13:52:00Z,29,2,chat,0.076,0,0
ld_08976,Event,qualified,[],55,low,,Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g,user_08,2025-05-08T01:45:00Z,77,0,,0.064,0,0
ld_extra_08284,Website,qualified,[],21,medium,cmp_551,[HSD 07/2026] Son Tint Judydoll Căng Bóng Mát Lạnh - 04 Đỏ Nâu Trầm 2.4g,user_08,2025-05-12T13:21:00Z,8,0,,0.1323,1,270000
ld_extra_01259,TiktokAds,nurturing,"['hot-lead', 'mua-lai']",49,medium,,[HSD 07/2026] [Mini] Son Kem Lì Maybelline 80 Ruler 2.7ml,user_28,2025-01-21T13:11:00Z,85,3,message,0.288,0,0
ld_06198,TiktokAds,qualified,['quan-tam-duong-da'],27,low,cmp_825,[Mini] Son Kem Lì 3CE Casual Affair - Hoa Hồng Khô 1.5g,user_18,2025-10-24T08:41:00Z,78,1,email,0.0416,0,0
ld_09170,LandingPage,qualified,[],35,medium,cmp_327,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,user_07,2025-10-12T20:07:00Z,14,1,email,0.048,0,0
ld_extra_03098,LandingPage,contacted,"['hot-lead', 'vip']",58,urgent,cmp_752,Combo 2 Son Dưỡng Có Màu Vaseline Hồng Ngọt Ngào 3g,user_13,2025-06-30T02:53:00Z,1,0,,0.2006,0,0
ld_extra_04457,LandingPage,new,"['vip', 'mua-lai']",43,medium,,Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g,user_21,2025-01-28T05:37:00Z,48,2,chat,0.1981,0,0
ld_06402,LandingPage,new,['quan-tam-duong-da'],48,medium,cmp_415,Combo Son Dưỡng Môi Nivea Chuyên Sâu + Ban Đêm Lavender 4.8gx2,user_06,2025-04-06T11:30:00Z,45,1,call,0.0584,0,0
ld_05696,InBound,qualified,['quan-tam-duong-da'],24,medium,cmp_596,Son Kem Lì Cathy Doll #11 Red N Beach 3.5g,user_14,2025-05-29T06:16:00Z,49,0,,0.2892,0,0
ld_02942,Website,nurturing,"['hot-lead', 'mua-lai']",65,high,cmp_560,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_18,2025-03-07T09:37:00Z,17,4,chat,0.382,1,112000
ld_extra_09054,Partner,contacted,['quan-tam-duong-da'],69,medium,,Son Bóng Menard TK Màu Hồng Mẫu Đơn A130 3.2g,user_09,2025-05-13T12:55:00Z,51,1,message,0.2694,0,0
ld_extra_06333,Referral,contacted,['quan-tam-duong-da'],42,high,,Son Kem Lì Glamrr Q 07 Red Letter Day - Đỏ Thuần 5g,user_18,2025-11-11T01:03:00Z,57,1,chat,0.2839,0,0
ld_extra_04839,TiktokAds,qualified,['quan-tam-duong-da'],64,low,,"[HSD 07/2026] Son Dưỡng Môi Milaganics Gấc Dưỡng Ẩm, Giảm Thâm Môi 4.5g",user_10,2025-10-24T01:11:00Z,39,1,email,0.143,0,0
ld_extra_05320,Referral,new,"['hot-lead', 'vip']",88,high,cmp_125,Nước Tẩy Trang Mắt Môi Maybelline 150ml,user_13,2025-08-11T02:32:00Z,57,4,chat,0.4278,0,0
ld_extra_08763,TiktokAds,new,[],35,low,cmp_510,Son Thỏi Lì Cezanne Mềm Mịn Lâu Trôi #407 Cam Đỏ Cháy 3.9g,user_09,2025-07-24T04:43:00Z,4,0,,0.0991,0,0
ld_07382,Event,nurturing,[],63,medium,cmp_878,Son Dưỡng Laneige Căng Bóng Hương Quả Mọng 10g,user_10,2025-10-01T18:03:00Z,72,0,,0.0704,0,0
ld_extra_07999,InBound,qualified,"['hot-lead', 'vip']",85,medium,cmp_273,Son Dưỡng Laneige Căng Bóng Hương Quả Mọng 10g,user_14,2025-06-12T07:04:00Z,48,5,call,0.6553,1,313000
ld_01621,Referral,qualified,['quan-tam-duong-da'],48,high,cmp_770,Son Kem Lì 3CE Laydown - Thạch Trà Ô Long 4.6g,,2025-12-22T11:42:00Z,54,4,chat,0.4684,1,249000
ld_extra_03835,Referral,contacted,['hot-lead'],70,urgent,cmp_668,Son Tint Bóng Silkygirl 01 Papaya - Cam San Hô 3g,user_15,2025-07-17T18:09:00Z,40,3,email,0.48,1,129000
ld_05579,FacebookAds,qualified,[],60,high,cmp_186,"Tinh Chất Dưỡng Môi Torriden Căng Mọng, Cấp Ẩm 11ml",user_09,2025-08-08T19:55:00Z,18,0,,0.148,0,0
ld_extra_00339,InBound,nurturing,['hot-lead'],77,medium,cmp_185,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,,2025-06-12T19:02:00Z,34,3,call,0.462,0,0
ld_09994,LandingPage,contacted,[],39,medium,cmp_854,Son Môi Naris Cosmetics Coeor B02 Cam Cháy 3.2g,user_18,2025-08-29T11:23:00Z,53,0,,0.0512,0,0
ld_07906,FacebookAds,contacted,['quan-tam-duong-da'],36,medium,cmp_651,Son Kem Lì Glamrr Q 07 Red Letter Day - Đỏ Thuần 5g,user_07,2025-02-21T07:04:00Z,69,0,,0.0488,0,0
ld_extra_00288,Referral,nurturing,['mua-lai'],77,high,cmp_837,Son Bóng Joocyee Màu 01 Mango Pomelo Sago 3.2g,,2025-08-13T12:01:00Z,58,2,email,0.5641,1,139000
ld_extra_06847,InBound,contacted,['hot-lead'],64,medium,cmp_604,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,,2025-03-08T08:36:00Z,61,5,message,0.5463,0,0
ld_extra_06140,Website,qualified,['hot-lead'],75,urgent,,Son Môi Flawsome Low Key - Cam Cháy (Bản Holiday) 2g,,2025-10-31T10:04:00Z,25,3,chat,0.5512,1,180000
ld_09550,Website,qualified,[],40,low,,Mặt Nạ Ngủ Kiêm Son Dưỡng Môi BareSoul Không Màu 10g,user_09,2025-07-12T13:01:00Z,9,0,,0.052,0,0
ld_01049,InBound,qualified,['vip'],86,high,cmp_813,Son Dưỡng Cocoon Dầu Dừa Bến Tre 5g,user_08,2025-01-15T12:33:00Z,23,4,message,0.6488,1,46000
ld_extra_00153,Website,nurturing,['mua-lai'],55,high,,Son Kem Lì Cathy Doll #02 Fluffy Pink 3.5 g,user_04,2025-09-28T08:35:00Z,5,1,call,0.3221,1,460000
ld_06783,Event,qualified,[],68,low,cmp_843,[HSD 03/2026] Son Môi L'Oreal Mịn Lì 276 Le Leather Liberated - Nâu Gạch 1.7g,user_30,2025-12-04T10:10:00Z,58,0,,0.0744,0,0
ld_extra_02663,InBound,new,['hot-lead'],80,medium,cmp_877,Son Thỏi Joocyee Mịn Lì Màu 121 Burnt Peach Wood 3.2g,user_25,2025-10-27T19:24:00Z,14,4,message,0.369,0,0
ld_extra_06120,Partner,qualified,"['hot-lead', 'vip']",69,medium,cmp_588,Son Bóng Maybelline 130 Extra - Đỏ Nâu Đất 4.2ml,user_11,2025-06-15T01:15:00Z,30,2,call,0.4011,1,182000
ld_extra_03626,TiktokAds,new,[],58,medium,cmp_562,Son Kem Lì Cathy Doll #05 Like U Summer 3.5 g,,2025-12-31T09:39:00Z,34,0,,0.1099,0,0
ld_extra_06813,InBound,contacted,['mua-lai'],79,high,cmp_817,Son Dưỡng Cocoon Dầu Dừa Bến Tre 5g,user_19,2025-10-08T07:03:00Z,10,3,chat,0.5806,1,46000
ld_extra_08544,Event,nurturing,['quan-tam-duong-da'],71,low,cmp_360,Son Kem L'Oreal Mịn Lì Nhẹ Môi 223 I Loose Up - Cam Đất 7ml,user_23,2025-03-04T00:18:00Z,22,0,,0.0743,0,0
ld_extra_09910,InBound,qualified,['hot-lead'],78,high,,Son Kem Lì Silkygirl Lâu Trôi 02 Fancy - Hồng Đất 2ml,user_09,2025-06-08T15:43:00Z,42,6,email,0.5977,0,0
ld_extra_06412,Referral,nurturing,['mua-lai'],80,high,,Son Kem Lì 3CE Casual Affair - Hồng Nho 4.6g,user_14,2025-12-17T07:29:00Z,85,1,email,0.4503,1,249000
ld_01610,Website,contacted,['vip'],81,low,cmp_736,Son Lì Naris Ailus Mịn Môi Màu 02 Đỏ Cam 4g,user_12,2025-12-18T09:12:00Z,67,2,call,0.2348,1,263000
ld_03097,Referral,contacted,"['hot-lead', 'mua-lai']",61,high,cmp_131,Son Tint Nookoi Căng Mọng Màu T12 Hồng Dâu 3.8g,user_21,2025-12-01T03:28:00Z,39,6,message,0.6288,1,158000
ld_extra_06878,TiktokAds,nurturing,['quan-tam-duong-da'],33,medium,cmp_809,Son Tint Lì Mastige Blur Lâu Trôi Màu B5 Đỏ Gạch 3.8g,user_10,2025-03-28T19:15:00Z,5,0,,0.098,0,0
ld_02416,FacebookAds,qualified,['vip'],79,urgent,cmp_157,Son Dưỡng Môi DHC Không Màu Hỗ Trợ Giảm Thâm Môi 1.5g,user_14,2025-12-09T14:08:00Z,48,4,call,0.3932,1,140000
ld_extra_06796,Partner,nurturing,['hot-lead'],23,medium,cmp_878,Son Môi Flawsome Falling Again - Hồng Đất (Bản Holiday) 2g,,2025-05-24T11:09:00Z,42,2,call,0.4488,1,90000
ld_02018,Event,contacted,"['hot-lead', 'mua-lai']",84,low,cmp_643,Son Môi Naris Cosmetics Coeor B02 Cam Cháy 3.2g,user_05,2025-12-24T04:46:00Z,56,2,call,0.2372,1,577000
ld_02972,TiktokAds,contacted,['quan-tam-duong-da'],82,high,cmp_466,Son Lì Naris Ailus Mịn Môi Màu 05 Hồng Đào 4g,user_01,2025-02-20T15:21:00Z,25,2,chat,0.1656,1,263000
ld_extra_04617,Referral,new,['quan-tam-son'],86,high,,Son Môi Flawsome With Me - Cam Đất (Bản Holiday) 2g,user_21,2025-11-27T08:57:00Z,41,2,message,0.2468,0,0
ld_extra_02318,Referral,qualified,['hot-lead'],59,medium,cmp_417,Son Bóng 3CE Dạng Gel Màu Wonder 4g,user_08,2025-08-15T16:51:00Z,78,3,chat,0.5034,0,0
ld_extra_04039,Website,contacted,['hot-lead'],78,high,,Son Kem Lì 3CE Mịn Màng Như Nhung Childlike - Cam Cháy 4g,,2025-02-02T16:51:00Z,57,3,chat,0.3474,0,0
ld_extra_03568,LandingPage,qualified,[],42,low,,Son Bóng 3CE Dạng Gel Màu Neat 4g,user_13,2025-02-26T18:38:00Z,65,0,,0.131,0,0
ld_02932,InBound,contacted,['vip'],89,high,cmp_261,[Mini] Son Kem Lì 3CE Laydown - Hồng Đào Trầm Pha Nâu 1.5g,,2025-12-24T15:24:00Z,63,2,email,0.5712,1,69000
ld_extra_08308,InBound,new,['quan-tam-son'],66,urgent,cmp_547,[HSD 03/2026] Son Tint Judydoll Căng Mọng - 11 Hồng Đất 2.4g,user_01,2025-07-25T19:05:00Z,77,1,chat,0.3294,0,0
ld_03247,Referral,qualified,"['hot-lead', 'vip']",69,urgent,cmp_418,[HSD 02/2026] Son Kem Lì 2In1 Silkygirl 01 Honey Peach Cam Đào Nude 3.8ml,user_08,2025-11-14T11:14:00Z,17,4,chat,0.6352,1,98000
ld_00125,FacebookAds,new,['vip'],73,low,,Son Kem Lì 3CE Mịn Màng Như Nhung Taupe - Đỏ Gạch 4g,user_22,2025-04-19T23:10:00Z,30,3,email,0.3084,1,747000
ld_01107,Partner,qualified,['vip'],73,medium,cmp_517,Son Kem Bùn & Má Hồng Into You - 342 Hồng Đất 5g (Hũ),user_01,2025-05-21T18:11:00Z,44,3,email,0.5584,1,224000
ld_extra_03002,InBound,nurturing,"['vip', 'mua-lai']",45,high,cmp_414,Son Dưỡng Có Màu Silkygirl 05 Divine - Đỏ Cà Chua 3.2g,user_12,2025-10-10T01:34:00Z,17,3,message,0.5967,0,0
ld_01815,Website,contacted,"['vip', 'mua-lai']",68,high,cmp_355,Son Kem Bùn Into You Lì Mịn Nhẹ - N5 Hoa Hồng Đào 1.8g,user_21,2025-02-09T20:23:00Z,46,4,chat,0.3844,1,108000
ld_extra_07722,FacebookAds,new,['quan-tam-son'],44,high,,Son Kem Lì Nookoi Mềm Mịn Màu R24 Hồng Dâu 4g,user_06,2025-03-23T19:31:00Z,42,3,email,0.2787,1,316000
ld_extra_04587,InBound,contacted,['hot-lead'],62,urgent,,Dưỡng Môi Đa Năng Pure Paw Paw Từ Đu Đủ Hương Dưa Hấu 25g,user_08,2025-04-24T04:51:00Z,75,5,message,0.6013,0,0
ld_extra_04449,Referral,new,['mua-lai'],72,high,cmp_900,Son Môi Flawsome With Me - Cam Đất (Bản Holiday) 2g,user_09,2025-07-15T23:12:00Z,62,4,call,0.6629,0,0
ld_extra_03842,Partner,nurturing,['vip'],73,urgent,cmp_568,Son Kem Bùn Into You Lì Mịn Nhẹ - W2 Hồng San Hô 1.8g,,2025-07-27T20:41:00Z,39,0,,0.4082,0,0
ld_00225,InBound,qualified,"['hot-lead', 'vip']",67,low,,Son Tint Carslan Cấp Ẩm Căng Mọng G102 4.5g,user_12,2025-03-17T18:44:00Z,64,2,chat,0.4736,1,163000
ld_extra_01534,FacebookAds,qualified,[],3,low,cmp_702,Combo 2 Son Dưỡng LipIce Hiệu Chỉnh Sắc Môi - Hồng Cam + Hồng Đất 2.4g,user_02,2025-03-27T23:09:00Z,59,0,,0.1003,0,0
ld_08791,Partner,nurturing,[],30,urgent,cmp_550,Son Tint Joocyee Màu 740 Red Kerria 5.2g,user_06,2025-07-15T06:47:00Z,36,1,chat,0.374,0,0
ld_02124,LandingPage,qualified,['quan-tam-duong-da'],65,medium,cmp_377,Son Tint Lì Mastige Blur Lâu Trôi Màu B6 Đỏ Hồng 3.8g,user_16,2025-07-18T10:39:00Z,26,1,call,0.072,1,189000
ld_extra_09422,Event,qualified,[],30,medium,cmp_134,Son Kem Lì 3CE Mịn Màng Như Nhung Childlike - Cam Cháy 4g,user_01,2025-01-23T20:12:00Z,27,1,email,0.2293,0,0
ld_extra_03705,Event,contacted,['hot-lead'],38,low,cmp_855,[Mini] Nước Tẩy Trang Mắt Môi Maybelline 40ml,user_23,2025-03-24T02:57:00Z,73,1,call,0.141,0,0
ld_extra_06783,Website,contacted,['quan-tam-duong-da'],54,low,cmp_403,Combo 2 Son Dưỡng LipIce Matcha Hương Trà Xanh - Hồng Tự Nhiên + Hương Trà Dâu - Màu Đỏ Cam 2.4g,,2025-03-12T14:14:00Z,77,2,call,0.1129,0,0
ld_extra_07502,Event,nurturing,['quan-tam-duong-da'],61,low,cmp_258,Son Môi Flawsome Be My Bae - Đỏ Ruby (Bản Holiday) 2g,user_10,2025-11-27T02:13:00Z,40,2,call,0.11,0,0
ld_00973,Referral,qualified,['hot-lead'],55,high,cmp_268,Son Tint Black Rouge DL08 Apricot Nudism - Be Da 4.1g,user_23,2025-01-14T03:01:00Z,39,2,call,0.544,1,185000
ld_08971,LandingPage,nurturing,[],76,high,cmp_299,Combo Son Dưỡng Môi Nivea Chuyên Sâu + Ban Đêm Lavender 4.8gx2,user_25,2025-07-14T14:08:00Z,73,0,,0.1608,0,0
ld_02807,Partner,new,"['hot-lead', 'vip']",53,high,,Son Kem Lì Australis Mịn Môi Casual - Màu Đỏ Thuần 4g,user_22,2025-07-09T10:37:00Z,28,3,email,0.6224,1,239000
ld_extra_09525,Website,contacted,['quan-tam-son'],84,medium,cmp_513,Son Tint Bóng Silkygirl 01 Papaya - Cam San Hô 3g,,2025-09-07T23:40:00Z,56,6,message,0.2224,1,129000
ld_02198,Website,new,"['hot-lead', 'vip']",63,urgent,,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,,2025-09-15T18:51:00Z,71,3,call,0.3804,1,267000
ld_04052,Referral,new,"['hot-lead', 'mua-lai']",81,urgent,cmp_723,Son Tint Lì Mastige Blur Lâu Trôi Màu B4 Hồng Trà 3.8g,user_20,2025-02-11T22:25:00Z,60,3,message,0.6448,1,189000
ld_01217,InBound,contacted,"['hot-lead', 'mua-lai']",70,low,cmp_367,[HSD 05/2026] Son Kem Lì 2In1 Silkygirl 05 Cherry Bomb Màu Đỏ Nâu 3.8ml,,2025-05-03T21:59:00Z,53,3,email,0.556,1,56000
ld_07702,Event,qualified,[],44,low,,Son Kem Lì Cathy Doll #02 Fluffy Pink 3.5 g,user_02,2025-02-20T17:44:00Z,66,3,call,0.1352,0,0
ld_extra_01555,InBound,nurturing,['vip'],79,high,,Son Kem Black Rouge FV07 1031 - Đỏ Đất 3.5g,,2025-11-27T07:02:00Z,39,3,chat,0.5032,1,350000
ld_extra_07550,Referral,new,['mua-lai'],77,high,,Son Kem Lì Espoir Màu 8 Calm In Mauve 8.5g,user_25,2025-11-10T08:51:00Z,87,2,chat,0.4479,1,502000
ld_00726,FacebookAds,new,"['hot-lead', 'vip']",67,high,cmp_130,[Mini] Son Kem Lì 3CE Casual Affair - Hoa Hồng Khô 1.5g,user_02,2025-03-13T01:29:00Z,58,2,call,0.3036,1,69000
ld_extra_05638,FacebookAds,nurturing,[],44,medium,cmp_177,Son Môi Flawsome Sunday Morning - Đỏ Hồng Trầm (Bản Holiday) 2g,user_01,2025-02-10T00:27:00Z,35,0,,0.1279,0,0
ld_09171,InBound,new,['quan-tam-duong-da'],72,urgent,cmp_623,Son Kem Lì Judydoll Đầu Bông - N01 Cam Đào 1.8g,user_27,2025-10-14T02:11:00Z,51,0,,0.4076,0,0
ld_00809,Website,new,['quan-tam-duong-da'],69,high,cmp_213,Combo Son Dưỡng Môi Nivea Chuyên Sâu + Ban Đêm Lavender 4.8gx2,,2025-03-15T23:14:00Z,12,3,chat,0.2352,1,123000
ld_extra_05853,InBound,nurturing,['mua-lai'],88,high,,Son Kem L'Oreal Mịn Lì Nhẹ Môi 223 I Loose Up - Cam Đất 7ml,user_13,2025-11-24T19:39:00Z,29,6,message,0.6525,0,0
ld_extra_08211,Event,contacted,[],55,low,,[HSD 04/2026] Son Tint Judydoll Căng Bóng Mát Lạnh - 05 Cam Mơ 2.4g,,2025-10-04T16:06:00Z,62,0,,0.0653,0,0
ld_extra_07362,LandingPage,qualified,"['vip', 'mua-lai']",47,medium,,Son Môi Flawsome Low Key - Cam Cháy (Bản Holiday) 2g,user_14,2025-03-01T20:27:00Z,21,2,call,0.2534,0,0
ld_extra_05270,Website,contacted,['quan-tam-duong-da'],51,low,cmp_462,Son Bóng 3CE Dạng Gel Màu Very Sure 4g,user_05,2025-04-14T22:53:00Z,43,0,,0.1274,0,0
ld_extra_07316,FacebookAds,contacted,[],21,medium,cmp_843,"Serum Dưỡng Môi Lipstician Chống Nắng, Bảo Vệ Toàn Diện 9g",user_03,2025-07-13T19:32:00Z,24,1,email,0.1397,0,0
ld_extra_03713,FacebookAds,qualified,"['hot-lead', 'vip']",56,low,cmp_710,Son Thỏi 3CE Căng Bóng Milky Shadow - Nâu Tự Nhiên 1.7g,user_05,2025-11-24T13:13:00Z,88,1,email,0.1797,0,0
ld_04907,Partner,qualified,['hot-lead'],80,high,,Son Dưỡng B.O.M 06 Pure Rose - Hồng Đào 4.5g,user_30,2025-02-21T06:04:00Z,37,2,call,0.564,1,311000
ld_03723,TiktokAds,qualified,"['hot-lead', 'mua-lai']",68,high,cmp_874,[HSD 03/2026] Son Môi L'Oreal Mịn Lì 276 Le Leather Liberated - Nâu Gạch 1.7g,user_27,2025-01-07T11:01:00Z,61,5,email,0.3844,1,274000
ld_03178,Website,new,"['vip', 'mua-lai']",64,medium,cmp_481,[HSD 03/2026] Son Môi L'Oreal Mịn Lì 276 Le Leather Liberated - Nâu Gạch 1.7g,user_27,2025-12-27T10:10:00Z,66,4,email,0.3012,1,137000
ld_extra_03123,Referral,contacted,['hot-lead'],39,urgent,cmp_635,Son Lì B.O.M #809 My Chily Red - Đỏ Nâu 3.5g,user_23,2025-04-16T05:12:00Z,42,2,message,0.428,0,0
ld_extra_02735,Event,nurturing,"['hot-lead', 'vip']",83,medium,,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,user_23,2025-10-14T22:24:00Z,12,1,message,0.2078,0,0
ld_03963,InBound,nurturing,['vip'],76,medium,cmp_715,Son Môi Flawsome Be My Bae - Đỏ Ruby (Bản Holiday) 2g,user_01,2025-11-09T19:44:00Z,50,2,email,0.4808,1,180000
ld_extra_07655,FacebookAds,nurturing,['quan-tam-duong-da'],2,low,,Son Kem Lì 3CE Mịn Như Nhung Daffodil - Đậu Đỏ 4g,user_30,2025-04-18T08:50:00Z,16,0,,0.1233,0,0
ld_02672,Referral,qualified,"['hot-lead', 'mua-lai']",70,medium,cmp_263,Son Môi Naris Cosmetics Coeor B02 Cam Cháy 3.2g,,2025-06-05T02:20:00Z,56,3,call,0.556,1,577000
ld_extra_05603,Referral,new,['vip'],86,medium,cmp_163,Sáp Tẩy Trang Banila Co Original Cho Mọi Loại Da 100ml,user_09,2025-09-16T17:29:00Z,59,3,call,0.3447,0,0
ld_09428,LandingPage,contacted,[],56,medium,cmp_708,Son Dưỡng B.O.M 06 Pure Rose - Hồng Đào 4.5g,user_11,2025-11-09T03:24:00Z,79,0,,0.0648,0,0
ld_09418,InBound,contacted,['quan-tam-duong-da'],40,medium,cmp_712,Son Kem Lì Silkygirl Lâu Trôi 06 Bubbly - Đỏ Đất 2ml,user_03,2025-08-10T07:36:00Z,36,1,email,0.302,0,0
ld_01765,Website,nurturing,['mua-lai'],73,urgent,,Son Kem Lì Nookoi Mềm Mịn Màu R24 Hồng Dâu 4g,,2025-08-15T21:05:00Z,47,4,message,0.3884,1,316000
ld_04553,LandingPage,nurturing,"['vip', 'mua-lai']",68,medium,cmp_470,Son Tint Nookoi Căng Mọng Màu T13 Hồng Đào 3.8g,,2025-05-01T06:32:00Z,3,4,message,0.3044,1,474000
ld_00608,Referral,nurturing,['quan-tam-duong-da'],73,high,,[HSD 08/2026] Son Dưỡng Có Màu Silkygirl 02 Luscious - Đỏ Cháy 3.2g,user_19,2025-10-27T20:47:00Z,18,3,message,0.4884,1,67000
ld_extra_05444,Website,new,['mua-lai'],78,medium,cmp_637,[Mini] Son Kem Lì 3CE Laydown - Hồng Đào Trầm Pha Nâu 1.5g,,2025-04-01T07:48:00Z,15,0,,0.2285,0,0
ld_extra_05892,TiktokAds,nurturing,['hot-lead'],51,urgent,cmp_627,Son Kem Lì L'Oreal 115 Snooze Your Alarm - Cam Đất 5ml,,2025-04-01T15:33:00Z,29,3,email,0.4649,1,807000
ld_extra_06722,Event,nurturing,['quan-tam-duong-da'],34,medium,cmp_804,Son Bóng 3CE Dạng Gel Màu Calming 4g,user_07,2025-07-14T02:59:00Z,11,0,,0.1175,0,0
ld_03218,Referral,new,['hot-lead'],80,urgent,cmp_497,Son Trang Điểm Flawsome Echo - Đỏ Cherry 3g,user_19,2025-05-01T12:38:00Z,25,2,call,0.564,1,110000
ld_05738,TiktokAds,new,[],38,medium,,Son Kem Maybelline 30 Coquettish - Hoa Hồng Đỏ 5ml,user_14,2025-09-23T12:14:00Z,40,3,email,0.1304,0,0
